date,facet,party,value,lower,upper
2020-09-12,2,green,0.043198375,0.037370588,0.049881046
2020-09-12,2,ukip,0.023278083,0.018862923,0.028499338
2020-09-14,1,con,0.407680703,0.385313258,0.431813404
2020-09-14,1,lab,0.381024101,0.358132625,0.402974785
2020-09-14,2,lib,0.070059348,0.06300899,0.078527124
2020-09-14,2,green,0.04327204,0.037448234,0.04995682
2020-09-14,2,ukip,0.023429941,0.018988926,0.028646522
2020-09-15,1,con,0.407060139,0.38467926,0.43134441
2020-09-15,1,lab,0.381397594,0.358515809,0.40338878
2020-09-15,2,lib,0.070036887,0.063004691,0.078441507
2020-09-15,2,green,0.043318812,0.037510613,0.050049876
2020-09-15,2,ukip,0.023582664,0.019169642,0.028839411
2020-09-17,1,con,0.406321791,0.384093441,0.43119275
2020-09-17,1,lab,0.381662678,0.358649338,0.403627521
2020-09-17,2,lib,0.069993084,0.063018196,0.078368426
2020-09-17,2,green,0.043382415,0.03758011,0.050121093
2020-09-17,2,ukip,0.02374456,0.019331841,0.028957757
2020-09-18,1,con,0.405743405,0.38338284,0.430551753
2020-09-18,1,lab,0.381934368,0.358711759,0.403639292
2020-09-18,2,lib,0.069979483,0.063051214,0.0783729
2020-09-18,2,green,0.043446021,0.03765879,0.050223193
2020-09-18,2,ukip,0.023905675,0.019494202,0.029193264
2020-09-20,1,con,0.405108879,0.382725169,0.429934199
2020-09-20,1,lab,0.38220327,0.359137686,0.403683652
2020-09-20,2,lib,0.069957478,0.063067673,0.078309753
2020-09-20,2,green,0.043508151,0.037760619,0.050326219
2020-09-20,2,ukip,0.024083103,0.019647401,0.029355776
2020-09-21,1,con,0.404456671,0.382137543,0.429451536
2020-09-21,1,lab,0.38250529,0.359422538,0.404349279
2020-09-21,2,lib,0.069904555,0.06307978,0.078181454
2020-09-21,2,green,0.043575727,0.037860348,0.050419927
2020-09-21,2,ukip,0.024237148,0.019805236,0.029589803
2020-09-23,1,con,0.403957167,0.381823445,0.428556951
2020-09-23,1,lab,0.382768217,0.359628438,0.404853237
2020-09-23,2,lib,0.069862179,0.063030179,0.078172698
2020-09-23,2,green,0.04367425,0.037955008,0.050539002
2020-09-23,2,ukip,0.024409585,0.019938446,0.029742734
2020-09-24,1,con,0.403372109,0.381287518,0.427948045
2020-09-24,1,lab,0.383000328,0.359752961,0.405106101
2020-09-24,2,lib,0.069863424,0.063028758,0.078205612
2020-09-24,2,green,0.043752799,0.038051537,0.050616452
2020-09-24,2,ukip,0.024569934,0.020065181,0.029945166
2020-09-26,1,con,0.40281747,0.3808566,0.42725453
2020-09-26,1,lab,0.383251797,0.360050514,0.405070412
2020-09-26,2,lib,0.069889667,0.062957509,0.078105929
2020-09-26,2,green,0.043814457,0.038143922,0.050667648
2020-09-26,2,ukip,0.024747696,0.020204446,0.030209773
2020-09-27,1,con,0.402372901,0.380217908,0.426601372
2020-09-27,1,lab,0.38338723,0.360500007,0.405042895
2020-09-27,2,lib,0.069878019,0.062830371,0.077930039
2020-09-27,2,green,0.043897918,0.038234967,0.050709505
2020-09-27,2,ukip,0.024906164,0.020351437,0.030468929
2020-09-29,1,con,0.401861891,0.380028436,0.426274395
2020-09-29,1,lab,0.38351464,0.360881829,0.404930141
2020-09-29,2,lib,0.069859804,0.062747962,0.077841811
2020-09-29,2,green,0.043973979,0.038318268,0.050782926
2020-09-29,2,ukip,0.025093103,0.02052222,0.030675639
2020-09-30,1,con,0.401412191,0.379570318,0.425880249
2020-09-30,1,lab,0.383754342,0.361314921,0.404932824
2020-09-30,2,lib,0.06984719,0.062736034,0.077832077
2020-09-30,2,green,0.044049734,0.038389919,0.050846673
2020-09-30,2,ukip,0.025279458,0.020638939,0.030884086
2020-10-02,1,con,0.400891296,0.379046942,0.425355863
2020-10-02,1,lab,0.383880385,0.361420807,0.405233501
2020-10-02,2,lib,0.06985647,0.062801069,0.077757621
2020-10-02,2,green,0.044118153,0.038477742,0.05089316
2020-10-02,2,ukip,0.025425932,0.020736819,0.031045514
2020-10-03,1,con,0.400518396,0.378549338,0.424771718
2020-10-03,1,lab,0.38406302,0.361456967,0.405427315
2020-10-03,2,lib,0.069883823,0.06284563,0.077809844
2020-10-03,2,green,0.04419383,0.038524389,0.050933412
2020-10-03,2,ukip,0.025585464,0.020848222,0.031263476
2020-10-05,1,con,0.400071675,0.377543466,0.424360618
2020-10-05,1,lab,0.384318974,0.361702632,0.405360094
2020-10-05,2,lib,0.069907567,0.062898702,0.07779062
2020-10-05,2,green,0.044295041,0.038617385,0.050993867
2020-10-05,2,ukip,0.025732668,0.020941322,0.031388444
2020-10-07,1,con,0.39964121,0.376842473,0.424053119
2020-10-07,1,lab,0.384517274,0.361927522,0.405403509
2020-10-07,2,lib,0.06993922,0.062962796,0.077818542
2020-10-07,2,green,0.044410141,0.038701819,0.05109299
2020-10-07,2,ukip,0.025898565,0.021000856,0.031554307
2020-10-08,1,con,0.398983544,0.376402167,0.423441187
2020-10-08,1,lab,0.384565138,0.362233556,0.405687297
2020-10-08,2,lib,0.069952425,0.062939155,0.077900305
2020-10-08,2,green,0.044495188,0.038750962,0.051151029
2020-10-08,2,ukip,0.026045535,0.021126868,0.031626855
2020-10-10,1,con,0.398565083,0.375927654,0.42282387
2020-10-10,1,lab,0.384732357,0.362319218,0.405953395
2020-10-10,2,lib,0.069972135,0.062932787,0.077986062
2020-10-10,2,green,0.044599952,0.038820424,0.051270904
2020-10-10,2,ukip,0.026162049,0.021227123,0.031778326
2020-10-11,1,con,0.39799911,0.375314777,0.422200245
2020-10-11,1,lab,0.384874485,0.362472608,0.406374974
2020-10-11,2,lib,0.070006822,0.062929754,0.078031596
2020-10-11,2,green,0.044721837,0.038875818,0.051359525
2020-10-11,2,ukip,0.026287701,0.021302913,0.031942787
2020-10-13,1,con,0.397379851,0.374944191,0.421753976
2020-10-13,1,lab,0.385098436,0.36259135,0.406529074
2020-10-13,2,lib,0.070034736,0.062957599,0.078019211
2020-10-13,2,green,0.044809055,0.03894897,0.051467101
2020-10-13,2,ukip,0.026383721,0.021430742,0.032025881
2020-10-14,1,con,0.396758948,0.374299281,0.421180337
2020-10-14,1,lab,0.385339508,0.36303315,0.406920875
2020-10-14,2,lib,0.070086819,0.062977284,0.078092387
2020-10-14,2,green,0.044930206,0.038994426,0.051569472
2020-10-14,2,ukip,0.026509876,0.021510091,0.03221373
2020-10-16,1,con,0.396301655,0.373721502,0.420408416
2020-10-16,1,lab,0.385501354,0.363314507,0.407096888
2020-10-16,2,lib,0.070134796,0.063031825,0.078251016
2020-10-16,2,green,0.045047638,0.039107677,0.051723936
2020-10-16,2,ukip,0.026626869,0.021622954,0.03231453
2020-10-17,1,con,0.395665807,0.373031626,0.419622942
2020-10-17,1,lab,0.385685801,0.363619821,0.407360816
2020-10-17,2,lib,0.070169352,0.063074772,0.078305091
2020-10-17,2,green,0.045165787,0.03919401,0.051845521
2020-10-17,2,ukip,0.026735278,0.021765726,0.032456177
2020-10-19,1,con,0.394909248,0.372301436,0.419043659
2020-10-19,1,lab,0.385897683,0.364064191,0.407566408
2020-10-19,2,lib,0.070232495,0.063105917,0.078366646
2020-10-19,2,green,0.045283126,0.039268452,0.051995519
2020-10-19,2,ukip,0.026818789,0.021856447,0.032636907
2020-10-20,1,con,0.394192149,0.371576794,0.418515692
2020-10-20,1,lab,0.386050764,0.364284555,0.407810123
2020-10-20,2,lib,0.070254906,0.063110146,0.078304678
2020-10-20,2,green,0.045380931,0.039385529,0.052115879
2020-10-20,2,ukip,0.026928664,0.021959828,0.032789052
2020-10-22,1,con,0.393656445,0.370920837,0.417898932
2020-10-22,1,lab,0.386269232,0.364453137,0.407793994
2020-10-22,2,lib,0.070339829,0.063178017,0.078397135
2020-10-22,2,green,0.045503783,0.039460663,0.052273034
2020-10-22,2,ukip,0.027006673,0.02207767,0.032899526
2020-10-23,1,con,0.39311925,0.370482511,0.417425926
2020-10-23,1,lab,0.386484939,0.36466397,0.408069855
2020-10-23,2,lib,0.070436887,0.0631957,0.078395574
2020-10-23,2,green,0.045632541,0.039577864,0.052433017
2020-10-23,2,ukip,0.027084963,0.022141002,0.0330287
2020-10-25,1,con,0.392468049,0.369962345,0.417037618
2020-10-25,1,lab,0.386664007,0.364848573,0.408143874
2020-10-25,2,lib,0.070515587,0.063255955,0.078444108
2020-10-25,2,green,0.045746136,0.039655025,0.052553804
2020-10-25,2,ukip,0.027148854,0.02219883,0.033154678
2020-10-26,1,con,0.391799913,0.369324014,0.416349012
2020-10-26,1,lab,0.386826777,0.365206365,0.408196973
2020-10-26,2,lib,0.07063095,0.063326545,0.078488217
2020-10-26,2,green,0.045863344,0.039765891,0.052697136
2020-10-26,2,ukip,0.02721986,0.022260335,0.033238883
2020-10-28,1,con,0.391367322,0.368971448,0.415790628
2020-10-28,1,lab,0.386961471,0.36550762,0.408348229
2020-10-28,2,lib,0.07067487,0.063363139,0.078565009
2020-10-28,2,green,0.045970696,0.039925337,0.052847915
2020-10-28,2,ukip,0.027264306,0.022340698,0.033382396
2020-10-30,1,con,0.390860207,0.368678706,0.415069977
2020-10-30,1,lab,0.387161223,0.36544061,0.408476705
2020-10-30,2,lib,0.070748712,0.063413964,0.078731947
2020-10-30,2,green,0.046126368,0.040045801,0.053029563
2020-10-30,2,ukip,0.02727812,0.022406735,0.033338307
2020-10-31,1,con,0.390488375,0.368079334,0.414370556
2020-10-31,1,lab,0.38720846,0.365370684,0.408565414
2020-10-31,2,lib,0.07079354,0.063447872,0.078873695
2020-10-31,2,green,0.046251252,0.040149447,0.053169478
2020-10-31,2,ukip,0.027306047,0.022470056,0.033439887
2020-11-02,1,con,0.390149265,0.367413475,0.413880613
2020-11-02,1,lab,0.387305275,0.365394708,0.408545058
2020-11-02,2,lib,0.070846715,0.06355412,0.078943085
2020-11-02,2,green,0.046383656,0.040291886,0.053259338
2020-11-02,2,ukip,0.027324297,0.022514767,0.033522813
2020-11-03,1,con,0.389640888,0.367474942,0.413718534
2020-11-03,1,lab,0.387491364,0.365546008,0.408593441
2020-11-03,2,lib,0.070904752,0.06367761,0.078971614
2020-11-03,2,green,0.04651451,0.040445315,0.053363177
2020-11-03,2,ukip,0.027336337,0.022561784,0.033532606
2020-11-05,1,con,0.389206397,0.366946,0.413435401
2020-11-05,1,lab,0.387530851,0.365398424,0.408921187
2020-11-05,2,lib,0.070978889,0.063656223,0.078966842
2020-11-05,2,green,0.046640171,0.040559372,0.053492296
2020-11-05,2,ukip,0.027328207,0.022476214,0.033434053
2020-11-06,1,con,0.388799924,0.36618911,0.413361078
2020-11-06,1,lab,0.387623308,0.365332211,0.409144386
2020-11-06,2,lib,0.071040038,0.063677248,0.079025155
2020-11-06,2,green,0.046770388,0.040613164,0.053628058
2020-11-06,2,ukip,0.027327415,0.022497682,0.033412343
2020-11-08,1,con,0.38837818,0.366063278,0.412941414
2020-11-08,1,lab,0.38768626,0.365532821,0.409099821
2020-11-08,2,lib,0.071137726,0.063749067,0.079178097
2020-11-08,2,green,0.046896937,0.040712724,0.053758862
2020-11-08,2,ukip,0.027303279,0.02251785,0.033336491
2020-11-09,1,con,0.387956483,0.365759664,0.412393424
2020-11-09,1,lab,0.387736451,0.365579486,0.409129207
2020-11-09,2,lib,0.071196336,0.063802893,0.079253685
2020-11-09,2,green,0.047010384,0.040846514,0.053926011
2020-11-09,2,ukip,0.027278719,0.022531095,0.03332588
2020-11-11,1,con,0.387658348,0.365345392,0.411899937
2020-11-11,1,lab,0.387783046,0.365742897,0.409193294
2020-11-11,2,lib,0.071225012,0.063891631,0.079324721
2020-11-11,2,green,0.047105409,0.041006319,0.054100038
2020-11-11,2,ukip,0.027254881,0.022502378,0.033180783
2020-11-12,1,con,0.387374048,0.365063796,0.411716954
2020-11-12,1,lab,0.387867701,0.365954502,0.409268468
2020-11-12,2,lib,0.071260602,0.063886917,0.079410838
2020-11-12,2,green,0.047212571,0.041137189,0.054251597
2020-11-12,2,ukip,0.027228854,0.022452272,0.033240216
2020-11-14,1,con,0.387075048,0.364707277,0.41168466
2020-11-14,1,lab,0.388010259,0.365904273,0.409186074
2020-11-14,2,lib,0.071306661,0.063940266,0.079418607
2020-11-14,2,green,0.047330525,0.041243828,0.054346471
2020-11-14,2,ukip,0.027179061,0.022353773,0.033188743
2020-11-15,1,con,0.386933323,0.364254919,0.411492455
2020-11-15,1,lab,0.388030685,0.365953958,0.409009318
2020-11-15,2,lib,0.07135736,0.063968423,0.079491612
2020-11-15,2,green,0.047424687,0.041315893,0.054430666
2020-11-15,2,ukip,0.02711885,0.022257459,0.033092785
2020-11-17,1,con,0.386706853,0.364198299,0.411341543
2020-11-17,1,lab,0.388086366,0.365770424,0.408954455
2020-11-17,2,lib,0.071375024,0.064097062,0.079551411
2020-11-17,2,green,0.047521152,0.041422028,0.054540132
2020-11-17,2,ukip,0.027038371,0.022140612,0.032994863
2020-11-18,1,con,0.386355431,0.364189086,0.410853313
2020-11-18,1,lab,0.38812763,0.366009238,0.409002673
2020-11-18,2,lib,0.071436217,0.064176128,0.079647058
2020-11-18,2,green,0.047615422,0.041519442,0.054727192
2020-11-18,2,ukip,0.026928426,0.022082251,0.032895821
2020-11-20,1,con,0.386190472,0.36383528,0.410634232
2020-11-20,1,lab,0.388345648,0.366230846,0.408925214
2020-11-20,2,lib,0.071472887,0.064220276,0.079689036
2020-11-20,2,green,0.047703293,0.04161185,0.054874935
2020-11-20,2,ukip,0.026806478,0.021952496,0.03277341
2020-11-21,1,con,0.385962242,0.363717762,0.410492018
2020-11-21,1,lab,0.388334044,0.36644821,0.408663753
2020-11-21,2,lib,0.071520629,0.064244949,0.079693724
2020-11-21,2,green,0.047795258,0.041691781,0.054908191
2020-11-21,2,ukip,0.026688056,0.021893245,0.032597404
2020-11-23,1,con,0.385915537,0.36366225,0.41020226
2020-11-23,1,lab,0.388402222,0.366532828,0.408650368
2020-11-23,2,lib,0.071538478,0.064219437,0.079815808
2020-11-23,2,green,0.047910133,0.041763177,0.054987067
2020-11-23,2,ukip,0.026598014,0.021765264,0.032413837
2020-11-25,1,con,0.385937545,0.363731491,0.410194658
2020-11-25,1,lab,0.388489014,0.36661877,0.408436658
2020-11-25,2,lib,0.071553147,0.064256292,0.079914864
2020-11-25,2,green,0.047977335,0.041787546,0.05503328
2020-11-25,2,ukip,0.026496992,0.021707709,0.032212568
2020-11-26,1,con,0.385753554,0.363772061,0.41029996
2020-11-26,1,lab,0.388542431,0.366459787,0.408441683
2020-11-26,2,lib,0.071583425,0.064289887,0.079948915
2020-11-26,2,green,0.048068687,0.041857154,0.055176897
2020-11-26,2,ukip,0.026365976,0.021634775,0.032063431
2020-11-28,1,con,0.385716496,0.363765637,0.410079513
2020-11-28,1,lab,0.388560188,0.366364639,0.408389318
2020-11-28,2,lib,0.071599016,0.064287404,0.079951084
2020-11-28,2,green,0.048130058,0.041966514,0.055237192
2020-11-28,2,ukip,0.026240492,0.021533411,0.031896966
2020-11-29,1,con,0.385769695,0.36394409,0.40982822
2020-11-29,1,lab,0.388548458,0.36631229,0.408570066
2020-11-29,2,lib,0.071610469,0.064325842,0.079939801
2020-11-29,2,green,0.048202428,0.041990076,0.055262474
2020-11-29,2,ukip,0.026108711,0.021344472,0.031777868
2020-12-01,1,con,0.385739794,0.363699676,0.409903451
2020-12-01,1,lab,0.388672237,0.366140592,0.408735929
2020-12-01,2,lib,0.071606629,0.064265183,0.079920226
2020-12-01,2,green,0.048273245,0.042066033,0.05531473
2020-12-01,2,ukip,0.025973666,0.02125968,0.03161052
2020-12-02,1,con,0.385702949,0.363717061,0.40984106
2020-12-02,1,lab,0.388733623,0.366280286,0.409026213
2020-12-02,2,lib,0.071586782,0.064200439,0.079936153
2020-12-02,2,green,0.04834409,0.042118621,0.055376758
2020-12-02,2,ukip,0.025820072,0.021117054,0.031408557
2020-12-04,1,con,0.385734604,0.363959916,0.409857918
2020-12-04,1,lab,0.388657959,0.366180068,0.408883746
2020-12-04,2,lib,0.071593806,0.064185208,0.079900034
2020-12-04,2,green,0.048393538,0.042187275,0.0554831
2020-12-04,2,ukip,0.025687065,0.020969947,0.031174341
2020-12-05,1,con,0.385907767,0.364085368,0.410189031
2020-12-05,1,lab,0.38860155,0.366072667,0.40871363
2020-12-05,2,lib,0.071566252,0.064164146,0.079828198
2020-12-05,2,green,0.048465533,0.042251607,0.055575715
2020-12-05,2,ukip,0.025542462,0.020855232,0.030962095
2020-12-07,1,con,0.386002442,0.364149321,0.410339817
2020-12-07,1,lab,0.388535937,0.3661415,0.408786606
2020-12-07,2,lib,0.071509782,0.0641809,0.07968622
2020-12-07,2,green,0.048511687,0.042295933,0.05574734
2020-12-07,2,ukip,0.02537543,0.020710464,0.030766374
2020-12-08,1,con,0.386171503,0.364390164,0.410600106
2020-12-08,1,lab,0.38859158,0.366032067,0.408695162
2020-12-08,2,lib,0.071474486,0.06411724,0.079675053
2020-12-08,2,green,0.04859101,0.042359759,0.055720673
2020-12-08,2,ukip,0.025216994,0.020596555,0.030597693
2020-12-10,1,con,0.386446301,0.364501263,0.410585493
2020-12-10,1,lab,0.388571997,0.365904079,0.408541335
2020-12-10,2,lib,0.071436188,0.064042646,0.079587369
2020-12-10,2,green,0.048643008,0.042444227,0.055814211
2020-12-10,2,ukip,0.025074567,0.020509303,0.030311998
2020-12-11,1,con,0.386652047,0.364656743,0.410591639
2020-12-11,1,lab,0.388502909,0.365729773,0.408351192
2020-12-11,2,lib,0.071401716,0.063980141,0.079508246
2020-12-11,2,green,0.04868498,0.042480332,0.055813406
2020-12-11,2,ukip,0.024936378,0.02040196,0.03018481
2020-12-13,1,con,0.38691432,0.364792035,0.410758023
2020-12-13,1,lab,0.388393214,0.365884055,0.408433451
2020-12-13,2,lib,0.071394124,0.063980438,0.079430852
2020-12-13,2,green,0.048720809,0.042480388,0.055857201
2020-12-13,2,ukip,0.024797734,0.020291962,0.029979967
2020-12-14,1,con,0.387256638,0.364841012,0.410945687
2020-12-14,1,lab,0.388289064,0.365691336,0.408446096
2020-12-14,2,lib,0.071358322,0.063972648,0.079340817
2020-12-14,2,green,0.048759142,0.042533497,0.055902904
2020-12-14,2,ukip,0.024666749,0.020192588,0.029785071
2020-12-16,1,con,0.387540241,0.36500389,0.411679043
2020-12-16,1,lab,0.388057145,0.365587082,0.408285486
2020-12-16,2,lib,0.071306638,0.063937155,0.079280345
2020-12-16,2,green,0.048808924,0.042578731,0.05593295
2020-12-16,2,ukip,0.024553379,0.020086097,0.029681287
2020-12-18,1,con,0.38785675,0.365618138,0.411842859
2020-12-18,1,lab,0.387880159,0.365319412,0.408136545
2020-12-18,2,lib,0.071250718,0.063910795,0.079273885
2020-12-18,2,green,0.048814195,0.042608786,0.055940043
2020-12-18,2,ukip,0.024444476,0.020017893,0.029524877
2020-12-19,1,con,0.388192417,0.365925251,0.412330167
2020-12-19,1,lab,0.38770206,0.365367076,0.408142593
2020-12-19,2,lib,0.071190029,0.063763164,0.079199722
2020-12-19,2,green,0.048843568,0.042640238,0.055892443
2020-12-19,2,ukip,0.024307597,0.019861418,0.029308852
2020-12-21,1,con,0.388637743,0.366195146,0.412648548
2020-12-21,1,lab,0.387620097,0.365110302,0.40815802
2020-12-21,2,lib,0.071143075,0.063706902,0.079106436
2020-12-21,2,green,0.048875831,0.042676813,0.055942014
2020-12-21,2,ukip,0.024169277,0.019766974,0.029144798
2020-12-22,1,con,0.38893773,0.366482578,0.412913329
2020-12-22,1,lab,0.38746119,0.364851512,0.408262108
2020-12-22,2,lib,0.071110138,0.063582496,0.079044135
2020-12-22,2,green,0.048863199,0.042703402,0.055945514
2020-12-22,2,ukip,0.024013767,0.019716638,0.029084233
2020-12-24,1,con,0.389341963,0.366791096,0.413148085
2020-12-24,1,lab,0.387221223,0.364562605,0.408060553
2020-12-24,2,lib,0.071080422,0.063536423,0.078975426
2020-12-24,2,green,0.048907346,0.042713218,0.055945276
2020-12-24,2,ukip,0.023907087,0.019613258,0.029022238
2020-12-25,1,con,0.389796161,0.36737561,0.413414535
2020-12-25,1,lab,0.386998563,0.364431982,0.407833583
2020-12-25,2,lib,0.071031054,0.063535007,0.078916246
2020-12-25,2,green,0.048940323,0.042775387,0.055928656
2020-12-25,2,ukip,0.023806325,0.019475817,0.028798376
2020-12-27,1,con,0.390174496,0.368390274,0.413768794
2020-12-27,1,lab,0.386842745,0.364317807,0.407748688
2020-12-27,2,lib,0.071005562,0.063490559,0.078865811
2020-12-27,2,green,0.048980929,0.042830666,0.05607565
2020-12-27,2,ukip,0.023681994,0.019387722,0.028617552
2020-12-28,1,con,0.390525435,0.368648236,0.41460283
2020-12-28,1,lab,0.38671102,0.364143982,0.407552553
2020-12-28,2,lib,0.070958089,0.063358856,0.078829074
2020-12-28,2,green,0.049003493,0.042825758,0.056122033
2020-12-28,2,ukip,0.023569631,0.019226911,0.028446338
2020-12-30,1,con,0.390970279,0.369257314,0.414938429
2020-12-30,1,lab,0.386493122,0.363884176,0.407273831
2020-12-30,2,lib,0.070891104,0.063409418,0.078774673
2020-12-30,2,green,0.049038571,0.0428354,0.056166406
2020-12-30,2,ukip,0.023430413,0.019109605,0.028313008
2020-12-31,1,con,0.391509534,0.369626355,0.415372625
2020-12-31,1,lab,0.386141133,0.363785712,0.40705935
2020-12-31,2,lib,0.070871804,0.063360037,0.078752693
2020-12-31,2,green,0.049069196,0.042897422,0.056222007
2020-12-31,2,ukip,0.023287915,0.019019408,0.028197581
2021-01-02,1,con,0.392015973,0.369708002,0.415915084
2021-01-02,1,lab,0.385934495,0.363831922,0.406834066
2021-01-02,2,lib,0.070818012,0.063359966,0.078757579
2021-01-02,2,green,0.049095423,0.042889252,0.056248465
2021-01-02,2,ukip,0.023151138,0.018931668,0.027965278
2021-01-03,1,con,0.392410528,0.369638052,0.416272474
2021-01-03,1,lab,0.38575301,0.363379056,0.406347938
2021-01-03,2,lib,0.070778407,0.063258745,0.078724076
2021-01-03,2,green,0.049105303,0.042867822,0.056251654
2021-01-03,2,ukip,0.023031013,0.018831803,0.027877504
2021-01-05,1,con,0.392746678,0.370158918,0.416578786
2021-01-05,1,lab,0.385484811,0.363221043,0.406353409
2021-01-05,2,lib,0.070741051,0.063194938,0.078733877
2021-01-05,2,green,0.049109805,0.04283622,0.056228798
2021-01-05,2,ukip,0.022917423,0.018708861,0.027706493
2021-01-06,1,con,0.393130866,0.37058801,0.416888897
2021-01-06,1,lab,0.385163412,0.362841766,0.406032534
2021-01-06,2,lib,0.070676813,0.063210425,0.078655883
2021-01-06,2,green,0.049141471,0.042858886,0.056291755
2021-01-06,2,ukip,0.022796826,0.018585783,0.027461576
2021-01-08,1,con,0.393573816,0.371028052,0.417427375
2021-01-08,1,lab,0.384918203,0.362501427,0.405980613
2021-01-08,2,lib,0.070622765,0.063194337,0.078591939
2021-01-08,2,green,0.049167043,0.042887842,0.056387629
2021-01-08,2,ukip,0.022644343,0.018444475,0.027395074
2021-01-09,1,con,0.393801632,0.371425723,0.417902528
2021-01-09,1,lab,0.384621251,0.36209069,0.405492211
2021-01-09,2,lib,0.070584027,0.063113729,0.078479309
2021-01-09,2,green,0.049185008,0.042896812,0.056334315
2021-01-09,2,ukip,0.022498016,0.018387906,0.027202633
2021-01-11,1,con,0.394210028,0.371968634,0.418271827
2021-01-11,1,lab,0.384369688,0.361832019,0.405188984
2021-01-11,2,lib,0.070529815,0.06310198,0.07845353
2021-01-11,2,green,0.049204121,0.042972131,0.056301539
2021-01-11,2,ukip,0.022388477,0.018320582,0.027061692
2021-01-13,1,con,0.394794609,0.372392484,0.418966809
2021-01-13,1,lab,0.383938303,0.36153068,0.405149685
2021-01-13,2,lib,0.070483475,0.063081772,0.078378594
2021-01-13,2,green,0.04921562,0.042964102,0.05631404
2021-01-13,2,ukip,0.022233831,0.018153246,0.026860112
2021-01-14,1,con,0.395424044,0.372940182,0.419528961
2021-01-14,1,lab,0.383721576,0.361341203,0.404928747
2021-01-14,2,lib,0.070474571,0.063087164,0.078330502
2021-01-14,2,green,0.049255394,0.043028914,0.056290668
2021-01-14,2,ukip,0.022100575,0.018020247,0.026712755
2021-01-16,1,con,0.395953375,0.373452338,0.419993975
2021-01-16,1,lab,0.383379225,0.361189689,0.404388364
2021-01-16,2,lib,0.070458897,0.063009206,0.078155107
2021-01-16,2,green,0.049277565,0.043075836,0.05625613
2021-01-16,2,ukip,0.021958541,0.017901084,0.026547407
2021-01-17,1,con,0.39654906,0.374132224,0.420464947
2021-01-17,1,lab,0.383014324,0.360955948,0.403945689
2021-01-17,2,lib,0.070419185,0.062912723,0.078015886
2021-01-17,2,green,0.049274202,0.04308882,0.056262317
2021-01-17,2,ukip,0.02180266,0.017837985,0.026366685
2021-01-19,1,con,0.39709406,0.374994203,0.421036356
2021-01-19,1,lab,0.38263213,0.360652847,0.403196503
2021-01-19,2,lib,0.070362447,0.062945535,0.077960274
2021-01-19,2,green,0.049277691,0.04310011,0.056262623
2021-01-19,2,ukip,0.021643945,0.017752541,0.026233783
2021-01-20,1,con,0.397708553,0.375709141,0.421909107
2021-01-20,1,lab,0.382242966,0.360094139,0.402690668
2021-01-20,2,lib,0.07031386,0.062879412,0.077907023
2021-01-20,2,green,0.049301111,0.043115013,0.056324586
2021-01-20,2,ukip,0.021498712,0.017642976,0.026085529
2021-01-22,1,con,0.398375206,0.376675075,0.422547652
2021-01-22,1,lab,0.381821892,0.359730667,0.402576808
2021-01-22,2,lib,0.070283271,0.062838266,0.077847515
2021-01-22,2,green,0.049323574,0.04316966,0.056383583
2021-01-22,2,ukip,0.021376057,0.017492713,0.025928478
2021-01-23,1,con,0.399080539,0.377221009,0.423196507
2021-01-23,1,lab,0.381376665,0.35924948,0.402350289
2021-01-23,2,lib,0.070249211,0.06279633,0.07783944
2021-01-23,2,green,0.049327924,0.043206544,0.056453535
2021-01-23,2,ukip,0.021228225,0.0174064,0.0257652
2021-01-25,1,con,0.399806062,0.377562637,0.423831068
2021-01-25,1,lab,0.380949132,0.358842581,0.401503675
2021-01-25,2,lib,0.070204812,0.062759952,0.077793437
2021-01-25,2,green,0.049343503,0.043247978,0.056476776
2021-01-25,2,ukip,0.021083554,0.017303478,0.025567846
2021-01-26,1,con,0.400503368,0.378113368,0.42465412
2021-01-26,1,lab,0.38044933,0.358318494,0.400866565
2021-01-26,2,lib,0.070145087,0.06276242,0.077728064
2021-01-26,2,green,0.049336929,0.043294197,0.056490663
2021-01-26,2,ukip,0.020942946,0.017199277,0.025465505
2021-01-28,1,con,0.401177527,0.378710998,0.425165355
2021-01-28,1,lab,0.379932068,0.357845012,0.400269624
2021-01-28,2,lib,0.070060769,0.062804398,0.077678849
2021-01-28,2,green,0.049352751,0.043282745,0.056520767
2021-01-28,2,ukip,0.020809741,0.01713573,0.025316651
2021-01-29,1,con,0.40202566,0.379458172,0.425882617
2021-01-29,1,lab,0.379315353,0.357339717,0.39973033
2021-01-29,2,lib,0.070053583,0.062727229,0.077613486
2021-01-29,2,green,0.049380765,0.043265832,0.056597028
2021-01-29,2,ukip,0.020665249,0.017058312,0.025187382
2021-01-31,1,con,0.402758036,0.380073996,0.426550946
2021-01-31,1,lab,0.378753145,0.3566533,0.3990639
2021-01-31,2,lib,0.070042257,0.062715698,0.077577117
2021-01-31,2,green,0.049396976,0.043253426,0.056578597
2021-01-31,2,ukip,0.020540415,0.016912062,0.025072714
2021-02-01,1,con,0.403562817,0.380804278,0.427054063
2021-02-01,1,lab,0.378186025,0.355954232,0.398416325
2021-02-01,2,lib,0.070012481,0.062743764,0.077624864
2021-02-01,2,green,0.049430333,0.04325699,0.056600433
2021-02-01,2,ukip,0.020391459,0.016803106,0.024820913
2021-02-03,1,con,0.404305582,0.38181453,0.427597375
2021-02-03,1,lab,0.377522381,0.355352414,0.397985627
